reward,training_time,waiting_time,avg_queue_length
-1310,4019.952821,16622,4.617222222222222
-1270,4025.695029,14795,4.1097222222222225
-1311,4031.421399,14421,4.005833333333333
-1367,4037.293614,14627,4.063055555555556
-1187,4043.033085,15289,4.246944444444445
-1358,4048.874175,13314,3.6983333333333333
-1364,4054.676259,15289,4.246944444444445
-1289,4060.339762,15527,4.313055555555556
-1359,4066.137284,14560,4.044444444444444
-1330,4071.859155,15248,4.235555555555556
-1381,4077.645612,14941,4.150277777777778
-1271,4083.420367,15596,4.332222222222223
-1352,4089.155838,14283,3.9675
-1368,4095.074227,15366,4.2683333333333335
-1356,4100.867513,15377,4.271388888888889
-1337,4106.547738,15361,4.266944444444444
-1335,4112.291673,15098,4.193888888888889
-1245,4118.010229,14981,4.161388888888889
-1406,4123.738687,14072,3.908888888888889
-1408,4129.535628,15894,4.415
-1315,4135.239363,15781,4.383611111111111
-1401,4140.999648,14674,4.0761111111111115
-1384,4146.792627,15876,4.41
-1357,4152.56435,15768,4.38
-1401,4158.314876,15296,4.248888888888889
-1413,4164.141045,15894,4.415
-1369,4169.904011,16115,4.476388888888889
-1302,4175.614525,15493,4.3036111111111115
-1302,4181.420826,14476,4.021111111111111
-1296,4187.140553,14577,4.049166666666666
-1342,4192.928097,14674,4.0761111111111115
-1312,4198.709092,15094,4.192777777777778
-1389,4204.48854,14566,4.046111111111111
-1380,4210.265048,15735,4.370833333333334
-1407,4216.077957,15576,4.326666666666667
-1257,4222.12066,15934,4.426111111111111
-1440,4228.354175,14156,3.9322222222222223
-1303,4234.24977,16541,4.594722222222222
-1285,4239.944903,14985,4.1625
-1273,4245.718861,14310,3.975
-1383,4251.437172,14202,3.945
-1349,4257.255303,15551,4.3197222222222225
-1337,4263.058303,15182,4.217222222222222
-1371,4268.795646,15264,4.24
-1448,4274.744557,15315,4.254166666666666
-1375,4281.039811,16552,4.597777777777778
-1362,4286.907165,15666,4.351666666666667
-1430,4292.747273,15390,4.275
-1319,4298.469882,15988,4.441111111111111
-1444,4304.151752,14905,4.1402777777777775
-1438,4309.916349,16521,4.589166666666666
-1404,4315.62946,16196,4.498888888888889
-1343,4321.50864,15923,4.423055555555556
-1331,4327.17963,15154,4.209444444444444
-1348,4332.974397,14967,4.1575
-1318,4339.188997,15323,4.256388888888889
-1327,4345.089407,14823,4.1175
-1288,4350.880757,14959,4.155277777777778
-1363,4356.702418,14454,4.015
-1298,4362.460008,15314,4.253888888888889
-1433,4368.164282,14620,4.061111111111111
-1279,4374.200102,16419,4.560833333333333
-1347,4380.061497,14482,4.022777777777778
-1306,4385.939068,15261,4.239166666666667
-1319,4391.70285,14859,4.1275
-1230,4397.497206,14977,4.160277777777778
-1246,4403.307089,13644,3.79
-1295,4409.071898,14038,3.8994444444444443
-1323,4414.909237,14442,4.011666666666667
-1342,4420.814149,14966,4.157222222222222
-1391,4426.579577,15433,4.286944444444444
-1297,4432.33665,15725,4.368055555555555
-1278,4438.092304,14482,4.022777777777778
-1352,4444.316315,14240,3.9555555555555557
-1284,4450.186561,15167,4.213055555555556
-1314,4455.976104,14439,4.010833333333333
-1254,4461.646087,14694,4.081666666666667
-1391,4467.569277,14051,3.9030555555555555
-1353,4473.551455,15844,4.401111111111111
-1281,4479.253064,15334,4.259444444444444
-1332,4485.052255,14346,3.985
-1349,4490.781323,14927,4.146388888888889
-1305,4496.517141,15309,4.2525
-1403,4502.346164,14959,4.155277777777778
-1266,4508.051904,16246,4.512777777777778
-1255,4513.893469,14194,3.9427777777777777
-1267,4519.681312,14006,3.8905555555555558
-1292,4525.392995,14304,3.973333333333333
-1307,4531.286626,14244,3.9566666666666666
-1409,4537.10597,14805,4.1125
-1284,4542.863631,15851,4.4030555555555555
-1289,4548.706269,14399,3.999722222222222
-1365,4554.600804,14319,3.9775
-1313,4560.370531,15400,4.277777777777778
-1324,4566.161926,14486,4.023888888888889
-1254,4571.884909,14961,4.155833333333334
-1385,4577.823314,13880,3.8555555555555556
-1289,4583.609783,15693,4.359166666666667
-1379,4589.413065,14602,4.056111111111111
-1323,4595.289886,15839,4.3997222222222225
-1410,4601.18121,14818,4.1161111111111115
-1313,4607.118681,15871,4.408611111111111
-1333,4613.07872,14710,4.086111111111111
-1260,4619.030151,14893,4.1369444444444445
-1287,4625.441545,14385,3.995833333333333
-1350,4631.26251,14635,4.065277777777778
-1258,4637.106685,15069,4.185833333333333
-1417,4643.049418,14067,3.9075
-1208,4649.098159,15872,4.408888888888889
-1344,4655.147646,13422,3.7283333333333335
-1362,4660.977399,15410,4.280555555555556
-1296,4666.8121,15470,4.2972222222222225
-1228,4672.56931,14582,4.0505555555555555
-1413,4678.4816,13950,3.875
-1300,4684.449683,15772,4.381111111111111
-1302,4690.558579,14557,4.043611111111111
-1271,4696.889633,14605,4.0569444444444445
-1315,4702.70174,14214,3.9483333333333333
-1320,4709.143218,14832,4.12
-1358,4715.811672,14981,4.161388888888889
-1368,4722.723222,15214,4.226111111111111
-1362,4728.546405,15541,4.316944444444444
-1290,4734.538963,15407,4.279722222222222
-1422,4740.604928,14487,4.024166666666667
-1325,4746.438016,16148,4.485555555555556
-1436,4752.395222,14911,4.141944444444444
-1411,4758.525256,16458,4.571666666666666
-1314,4764.332764,16257,4.515833333333333
-1328,4770.185553,14810,4.113888888888889
-1327,4776.138996,15306,4.251666666666667
-1318,4782.072487,15002,4.167222222222223
-1298,4788.053008,15073,4.186944444444444
-1352,4793.755158,14663,4.073055555555555
-1350,4799.46288,15246,4.235
-1326,4805.536826,15131,4.203055555555555
-1292,4811.486995,15073,4.186944444444444
-1386,4817.442728,14604,4.056666666666667
-1245,4823.094118,15774,4.381666666666667
-1287,4828.762346,13936,3.871111111111111
-1273,4834.635584,14645,4.0680555555555555
-1440,4840.407738,14340,3.9833333333333334
-1373,4846.240749,16323,4.534166666666667
-1304,4852.080041,15567,4.324166666666667
-1343,4857.921823,14555,4.043055555555555
-1352,4864.270526,15139,4.205277777777778
-1314,4870.432019,15396,4.276666666666666
-1417,4876.336794,14770,4.102777777777778
-1275,4882.181962,16077,4.465833333333333
-1382,4887.947953,14238,3.955
-1315,4893.959766,15563,4.323055555555555
-1427,4900.049737,14846,4.123888888888889
-1351,4905.761825,16239,4.510833333333333
-1372,4911.485235,15348,4.263333333333334
-1347,4917.231725,15746,4.373888888888889
-1342,4922.951541,15248,4.235555555555556
-1268,4928.734799,15098,4.193888888888889
-1297,4934.406536,14298,3.9716666666666667
-1460,4940.209998,14653,4.070277777777778
-1426,4945.951634,16893,4.6925
-1270,4951.765878,16304,4.528888888888889
-1360,4957.494441,14454,4.015
-1274,4963.286244,15164,4.2122222222222225
-1327,4969.151109,14517,4.0325
-1461,4975.176373,14940,4.15
-1381,4981.080122,16432,4.564444444444445
-1343,4987.109477,15413,4.2813888888888885
-1317,4993.939944,15110,4.197222222222222
-1358,5000.123902,14885,4.134722222222222
-1303,5006.544045,15358,4.266111111111111
-1339,5012.681976,14813,4.114722222222222
-1282,5018.652132,15143,4.206388888888889
-1360,5024.698826,14305,3.973611111111111
-1385,5030.551562,15468,4.296666666666667
-1320,5036.49544,15574,4.3261111111111115
-1280,5042.305686,14806,4.112777777777778
-1253,5048.040293,14180,3.938888888888889
-1302,5053.749649,13948,3.8744444444444444
-1427,5059.660955,14883,4.134166666666666
-1294,5065.353828,16407,4.5575
-1322,5071.251601,14599,4.0552777777777775
-1413,5077.187768,14959,4.155277777777778
-1339,5083.293073,16181,4.494722222222222
-1306,5089.286393,15142,4.206111111111111
-1320,5095.050871,14908,4.141111111111111
-1401,5100.861696,14949,4.1525
-1371,5106.729893,15893,4.414722222222222
-1392,5112.54023,15625,4.340277777777778
-1504,5118.510574,15719,4.366388888888889
-1335,5124.296947,17258,4.793888888888889
-1360,5129.972637,15266,4.240555555555556
-1427,5135.761149,15471,4.2975
-1356,5141.466516,16348,4.541111111111111
-1299,5147.122964,15258,4.238333333333333
-1341,5152.885724,14658,4.071666666666666
-1406,5158.563895,15193,4.220277777777778
-1248,5164.402983,15795,4.3875
-1252,5170.228986,14120,3.922222222222222
-1321,5175.913315,14008,3.891111111111111
-1427,5181.744037,14974,4.1594444444444445
-1306,5187.553381,16142,4.483888888888889
-1318,5193.575453,14565,4.045833333333333
-1418,5199.291992,14913,4.1425
-1342,5205.131875,16148,4.485555555555556
-1307,5210.810847,15108,4.196666666666666
-1380,5216.547459,14681,4.078055555555555
-1412,5222.274484,15482,4.3005555555555555
-1373,5227.98131,15950,4.430555555555555
-1250,5233.729516,15583,4.328611111111111
-1508,5239.508937,14041,3.9002777777777777
-1249,5245.179319,17243,4.789722222222222
-1361,5250.916631,14040,3.9
-1359,5256.704656,15517,4.310277777777777
-1381,5262.485108,15339,4.260833333333333
-1310,5268.21247,15665,4.351388888888889
-1281,5273.829622,14798,4.110555555555556
-1394,5279.531813,14476,4.021111111111111
-1370,5285.327078,15612,4.336666666666667
-1387,5291.068631,15450,4.291666666666667
-1364,5296.738219,15741,4.3725
-1438,5302.466625,15696,4.36
-1407,5308.155239,16526,4.5905555555555555
-1359,5313.921411,16265,4.518055555555556
-1318,5319.618216,15403,4.278611111111111
-1529,5325.380776,15054,4.181666666666667
-1363,5331.126545,17462,4.850555555555555
-1303,5336.786331,15495,4.304166666666666
-1306,5342.415317,14743,4.095277777777778
-1358,5348.210638,14544,4.04
-1280,5353.883469,15546,4.318333333333333
-1407,5359.534575,14309,3.9747222222222223
-1311,5365.291702,16022,4.450555555555556
-1421,5370.938011,14638,4.066111111111111
-1307,5376.611907,16245,4.5125
-1385,5382.337507,14675,4.076388888888889
-1299,5388.065732,15743,4.373055555555555
-1408,5393.837214,14589,4.0525
-1231,5399.484715,15887,4.413055555555555
-1350,5405.194659,13909,3.863611111111111
-1376,5411.009587,15334,4.259444444444444
-1455,5416.644924,15423,4.284166666666667
-1379,5422.383265,16701,4.639166666666667
-1369,5428.184136,15662,4.350555555555555
-1403,5433.855725,15473,4.298055555555556
-1323,5439.539144,15971,4.436388888888889
-1381,5445.312819,14734,4.092777777777778
-1230,5450.935759,15556,4.321111111111111
-1330,5456.62732,13821,3.839166666666667
-1343,5462.276957,14938,4.149444444444445
-1368,5467.966198,15352,4.264444444444444
-1378,5473.73258,15779,4.383055555555556
-1337,5479.41527,15550,4.319444444444445
-1308,5485.078815,15055,4.1819444444444445
-1270,5490.877017,14872,4.131111111111111
-1263,5496.536766,14331,3.9808333333333334
-1385,5502.19056,14368,3.991111111111111
-1327,5507.924182,15574,4.3261111111111115
-1372,5513.561931,14995,4.165277777777778
-1302,5519.179662,15403,4.278611111111111
-1307,5524.903731,14787,4.1075
-1451,5530.629578,14679,4.0775
-1418,5536.342791,16463,4.573055555555555
-1353,5542.091759,16226,4.5072222222222225
-1393,5547.780051,15515,4.309722222222222
-1303,5553.650523,16025,4.451388888888889
-1260,5559.308325,14693,4.081388888888889
-1293,5564.922658,14205,3.9458333333333333
-1391,5570.717931,14619,4.060833333333333
-1351,5576.358693,15820,4.394444444444445
-1235,5581.975279,15360,4.266666666666667
-1355,5587.757398,13662,3.795
-1255,5593.397614,15464,4.295555555555556
-1410,5599.106415,14073,3.9091666666666667
-1261,5604.878126,15905,4.418055555555555
-1319,5610.548002,14407,4.001944444444445
-1250,5616.164663,14818,4.1161111111111115
-1359,5621.9753,14245,3.9569444444444444
-1284,5627.690658,15464,4.295555555555556
-1365,5633.416151,14615,4.059722222222222
-1474,5639.104743,15487,4.301944444444445
-1404,5644.728292,16812,4.67
-1419,5650.518859,16050,4.458333333333333
-1373,5656.208624,16348,4.541111111111111
-1374,5661.934529,15378,4.2716666666666665
-1343,5667.684259,15880,4.411111111111111
-1395,5673.714541,15419,4.283055555555555
-1409,5679.557641,15915,4.420833333333333
-1413,5685.48511,16056,4.46
-1389,5691.425163,16025,4.451388888888889
-1364,5697.436454,15918,4.421666666666667
-1216,5703.469659,15751,4.375277777777778
-1357,5709.83197,13739,3.816388888888889
-1349,5715.703879,15272,4.242222222222222
-1344,5721.465408,15202,4.222777777777778
-1404,5727.26678,15101,4.1947222222222225
-1390,5733.166005,16053,4.4591666666666665
-1424,5739.023501,15986,4.440555555555555
-1326,5744.802836,15927,4.424166666666666
-1280,5750.50713,14958,4.155
-1403,5756.212759,14585,4.051388888888889
-1393,5761.975983,15757,4.376944444444445
-1376,5767.649301,15760,4.377777777777778
-1332,5773.427079,15652,4.347777777777778
-1406,5779.207431,15174,4.215
-1237,5784.895963,16009,4.446944444444444
-1317,5790.769421,13919,3.866388888888889
-1414,5797.016057,14927,4.146388888888889
-1407,5802.822553,16138,4.482777777777778
-1430,5808.636412,16094,4.470555555555555
-1322,5814.48311,16326,4.535
-1356,5820.395311,14889,4.135833333333333
-1273,5826.367472,15370,4.269444444444445
-1401,5832.180492,14482,4.022777777777778
-1241,5838.045827,15988,4.441111111111111
-1376,5844.033938,14013,3.8925
-1369,5849.959363,15581,4.328055555555555
-1351,5856.308768,15721,4.366944444444444
-1401,5863.089086,15334,4.259444444444444
-1380,5869.09699,16189,4.496944444444445
-1314,5875.134736,15597,4.3325
-1339,5881.074816,14900,4.138888888888889
-1298,5886.965687,15265,4.240277777777778
-1353,5893.065966,14782,4.106111111111111
