,reward
937,-2957
938,-3279
939,-2802
940,-2751
941,-2595
942,-2721
943,-2881
944,-2638
945,-2913
946,-2848
947,-2660
948,-2412
949,-2819
950,-2454
951,-2606
952,-2498
953,-3498
954,-2447
955,-2528
956,-2517
957,-3024
958,-2830
959,-2797
960,-2843
961,-3314
962,-2895
963,-2472
964,-2960
965,-2671
966,-2964
967,-2453
968,-2785
969,-2816
970,-2642
971,-2729
972,-3027
973,-2765
974,-3206
975,-2630
976,-3019
977,-2949
978,-2893
979,-2435
980,-2562
981,-2833
982,-2736
983,-2701
984,-2523
985,-2457
986,-2336
987,-2886
988,-2539
989,-2673
990,-2928
991,-2570
992,-2457
993,-3032
994,-2301
995,-2946
996,-2483
997,-2967
998,-2847
999,-2076
1000,-2924
1001,-2680
1002,-3121
1003,-2220
1004,-2602
1005,-3215
1006,-2468
1007,-2846
1008,-2717
1009,-2391
1010,-3460
1011,-2331
1012,-2389
1013,-2765
1014,-2419
1015,-3048
1016,-2935
1017,-2800
1018,-2830
1019,-2665
1020,-2496
1021,-2719
1022,-2680
1023,-2685
1024,-3121
1025,-2796
1026,-2635
1027,-3610
1028,-2953
1029,-2644
1030,-2231
1031,-2860
1032,-2780
1033,-3731
1034,-2829
1035,-2799
1036,-2517
1037,-2509
1038,-2312
1039,-2745
1040,-2758
1041,-3118
1042,-3449
1043,-2146
1044,-2815
1045,-2558
1046,-2528
1047,-3058
1048,-2359
1049,-2576
1050,-2867
1051,-2724
1052,-2576
1053,-3267
1054,-2600
1055,-2512
1056,-3257
1057,-2726
1058,-3478
1059,-2469
1060,-2267
1061,-2525
1062,-3041
1063,-2930
1064,-2524
1065,-2794
1066,-3097
1067,-2840
1068,-3595
1069,-2946
1070,-3419
1071,-2849
1072,-3172
1073,-2553
1074,-3157
1075,-2712
1076,-2570
1077,-4640
1078,-2564
1079,-2581
1080,-2232
1081,-2564
1082,-2471
1083,-2617
1084,-2744
1085,-4204
1086,-2236
1087,-2567
1088,-2485
1089,-2371
1090,-2654
1091,-2319
1092,-2461
1093,-3203
1094,-3152
1095,-2779
1096,-2777
1097,-2399
1098,-2720
1099,-2716
1100,-2942
1101,-2524
1102,-2504
1103,-2767
1104,-2764
1105,-2544
1106,-3412
1107,-2885
1108,-2647
1109,-2519
1110,-2828
1111,-2692
1112,-2614
1113,-2955
1114,-2860
