,reward
1343,-2293
1344,-2227
1345,-2272
1346,-2068
1347,-2276
1348,-3231
1349,-2435
1350,-2743
1351,-2765
1352,-2279
1353,-3061
1354,-1985
1355,-1846
1356,-2253
1357,-3790
1358,-2118
1359,-3210
1360,-2414
1361,-2755
1362,-1932
1363,-2191
1364,-2565
1365,-2923
1366,-4324
1367,-2180
1368,-2597
1369,-3033
1370,-3193
1371,-2094
1372,-2852
1373,-2525
1374,-5760
1375,-2470
1376,-2788
1377,-2239
1378,-2110
1379,-2782
1380,-2549
1381,-1866
1382,-2563
1383,-2504
1384,-2672
1385,-2575
1386,-2351
1387,-2290
1388,-2774
1389,-5556
1390,-4109
1391,-2791
1392,-2356
1393,-2214
1394,-2216
1395,-3277
1396,-2289
1397,-2154
1398,-2903
1399,-2292
1400,-2199
1401,-2958
1402,-2693
1403,-2544
1404,-2242
1405,-2048
1406,-2424
1407,-2267
1408,-2747
1409,-2107
1410,-2178
1411,-2864
1412,-2627
1413,-2239
1414,-3060
1415,-5838
1416,-2861
1417,-2186
1418,-2456
1419,-2485
1420,-3277
1421,-3868
1422,-2440
1423,-2368
1424,-2718
1425,-3079
1426,-2015
1427,-2524
1428,-3677
1429,-3258
1430,-2572
1431,-3870
1432,-2303
1433,-2950
1434,-2411
1435,-3462
1436,-2189
1437,-2472
1438,-2312
1439,-2264
1440,-2513
1441,-2898
1442,-2634
1443,-3193
1444,-2453
1445,-2043
1446,-3105
1447,-2547
1448,-1901
1449,-2773
1450,-2249
1451,-2373
1452,-2183
1453,-2157
1454,-2231
1455,-2192
1456,-3212
1457,-2434
1458,-2116
1459,-2610
1460,-2192
1461,-2716
1462,-2831
1463,-3423
1464,-2365
1465,-2423
1466,-2237
1467,-2238
1468,-3464
1469,-3982
1470,-2514
1471,-2089
1472,-2293
1473,-2508
1474,-2707
1475,-2730
1476,-2178
1477,-2711
1478,-2852
1479,-3285
1480,-2643
1481,-3233
1482,-2869
1483,-3454
1484,-2620
1485,-3177
1486,-2324
1487,-2731
1488,-2045
1489,-3647
1490,-2357
1491,-3438
1492,-2626
1493,-2073
1494,-3095
1495,-4321
1496,-1816
1497,-3367
1498,-2704
1499,-2660
1500,-3799
1501,-3477
1502,-4686
1503,-2503
1504,-2109
1505,-2998
1506,-2270
1507,-2254
1508,-2462
1509,-2413
1510,-2267
1511,-2709
1512,-2762
1513,-3263
1514,-2715
1515,-2476
1516,-5072
1517,-2424
1518,-2360
1519,-3292
1520,-2261
1521,-3845
1522,-2349
1523,-2200
1524,-2974
1525,-2360
1526,-2749
1527,-2672
1528,-3141
1529,-2793
1530,-2178
1531,-2183
1532,-3582
1533,-2687
1534,-2292
1535,-4014
1536,-2289
1537,-2864
1538,-2143
1539,-3287
1540,-2659
1541,-4856
1542,-2418
1543,-2186
1544,-2159
1545,-2490
1546,-4095
1547,-2196
1548,-2242
1549,-2839
1550,-2962
1551,-2001
1552,-2631
1553,-3155
1554,-3670
1555,-2371
1556,-2483
1557,-2817
1558,-2554
1559,-4554
1560,-2889
1561,-2999
1562,-2100
1563,-3106
1564,-3307
1565,-2477
1566,-2613
1567,-2720
1568,-2780
1569,-2593
1570,-2207
1571,-2217
1572,-2508
1573,-2111
1574,-2847
1575,-6092
1576,-2909
1577,-3047
1578,-2962
1579,-3373
1580,-2034
1581,-2415
1582,-3570
1583,-3076
1584,-3157
1585,-2690
1586,-2205
1587,-2825
1588,-2288
1589,-2390
1590,-2351
1591,-2420
1592,-2677
1593,-2807
1594,-2375
1595,-2373
1596,-1906
1597,-1912
1598,-2447
1599,-2030
1600,-2651
1601,-2947
1602,-2084
1603,-2203
1604,-2631
1605,-3604
1606,-2534
1607,-2526
1608,-2582
1609,-2754
1610,-2649
1611,-2007
1612,-2077
1613,-2381
1614,-4386
1615,-3394
1616,-2008
1617,-2349
1618,-2114
1619,-2204
1620,-2863
1621,-2574
1622,-3074
1623,-2331
1624,-3179
1625,-2072
1626,-2623
1627,-2480
1628,-2775
1629,-2596
1630,-3000
1631,-2065
1632,-2201
1633,-6592
1634,-2406
1635,-2976
1636,-2327
1637,-1853
1638,-3020
1639,-1925
1640,-2150
1641,-1945
1642,-2329
1643,-1986
1644,-3043
1645,-2312
1646,-2144
1647,-2132
1648,-2057
1649,-2464
1650,-3490
1651,-1919
1652,-3002
1653,-2081
1654,-2407
1655,-2670
1656,-2316
1657,-2858
1658,-4829
1659,-3424
1660,-2627
1661,-2705
1662,-2657
1663,-2508
1664,-2887
1665,-2533
1666,-2597
1667,-1974
1668,-2441
1669,-2549
1670,-5210
1671,-4354
1672,-2236
1673,-2575
1674,-2083
1675,-3716
1676,-2783
1677,-3035
1678,-2223
1679,-2853
1680,-2169
1681,-2659
1682,-1794
1683,-3056
1684,-2337
1685,-2597
1686,-2255
1687,-2944
1688,-3384
1689,-2303
1690,-2109
1691,-2674
1692,-2626
1693,-2374
1694,-2118
1695,-3099
1696,-2062
1697,-2176
1698,-3679
1699,-3394
1700,-2402
1701,-4516
1702,-3989
1703,-2903
1704,-4453
1705,-2410
1706,-2278
1707,-3246
1708,-2049
1709,-2362
1710,-3308
1711,-2709
1712,-2557
1713,-2211
1714,-3477
1715,-2312
1716,-2399
1717,-2224
1718,-2541
1719,-4835
1720,-2373
1721,-3371
1722,-2371
1723,-2807
1724,-3006
1725,-2605
1726,-2994
1727,-4818
1728,-2689
